Id,Address,City,State,Zip,Google_lat,Google_long,Here_lat,Here_long,Tamu_lat,Tamu_long,Maplarge_lat,Maplarge_long,Uscensus_long,Uscensus_lat,Geonames_lat,Geonames_long
436,26338 Oso Pkwy,Mission Viejo,CA,92691,33.5797005,-117.6698528,33.57964,-117.66989,33.5795032,-117.6699255,33.5799,-117.670803,33.58007,-117.67085,33.58128,-117.66683
437,2092 Se Bristol St,Newport Beach,CA,92660,33.6609007,-117.8746856,33.6608146,-117.8740692,33.66192849,-117.8754606,33.66189608,-117.8755789,33.662,-117.87542,33.62603,-117.8508
438,402 S Main St,Orange,CA,92868,33.7820756,-117.8677268,33.78228,-117.86766,33.7820754,-117.8677705,33.78207397,-117.8677673,,,33.78229,-117.86729
439,3510 E Chapman Ave,Orange,CA,92869,33.7873251,-117.8158935,33.7876551,-117.8160305,33.7874792,-117.8160168,33.7874794,-117.8160172,33.787773,-117.81523,33.78778,-117.81641
440,1285 E Imperial Hwy,Placentia,CA,92870,33.9037652,-117.8403467,33.90372,-117.84022,33.9036744,-117.8402503,33.9111,-117.8637,,,32.80474,-115.41769
441,31461 Santa Margarita Pkwy,Rancho Santa Margarita,CA,92688,33.6490984,-117.5825415,33.64915,-117.58253,33.62007561,-117.6122939,33.5308,-117.4943,,,33.64868,-117.58503
442,957 Avenida Pico,San Clemente,CA,92673,33.4539827,-117.6068791,33.45395,-117.60687,33.4539481,-117.6068683,33.45394897,-117.6068649,,,33.44703,-117.61114
443,1720 E Dyer Rd,Santa Ana,CA,92705,33.7081116,-117.8493288,33.70806,-117.8495,33.7080594,-117.8494368,33.70806122,-117.8494339,33.708492,-117.85157,33.70849,-117.85089
444,1809 E Edinger Ave,Santa Ana,CA,92705,33.7271785,-117.8418578,33.72719,-117.8418,33.7271912,-117.841804,33.72719193,-117.8418045,33.726807,-117.844345,33.7268,-117.84441
445,1943 E 17th St,Santa Ana,CA,92705,33.7602274,-117.837233,33.76034,-117.83736,33.7603293,-117.8373245,33.7603302,-117.837326,33.75994,-117.838715,33.75991,-117.8374
446,"1830 N Bristol St, Ste 18",Santa Ana,CA,92706,33.7617215,-117.8854895,33.76165,-117.88554,33.7616509,-117.8855351,33.76165009,-117.8855362,33.76153,-117.884995,33.76165,-117.88498
447,"18601 N Airport Way, Ste 100",Santa Ana,CA,92707,33.6803558,-117.8589132,33.681445,-117.8588755,33.6785379,-117.8621236,33.680906,-117.8601696,33.681,-117.85991,,
448,34312 Pacific Coast Hwy,Dana Point,CA,92629,33.4647988,-117.6856965,33.46482,-117.68561,33.4648303,-117.6856035,33.46586244,-117.6901746,33.465797,-117.68989,,
449,1313 S Harbor Blvd,Anaheim,CA,92802,33.8080674,-117.9192282,33.81207,-117.91981,33.8097139,-117.9189951,33.81773758,-117.9201279,33.815063,-117.91536,33.8137,-117.91508
450,2930 W Lincoln Ave,Anaheim,CA,92801,33.8317097,-117.990571,33.8318951,-117.9908399,33.8317197,-117.9906375,33.83171844,-117.9906387,33.831993,-117.9911,33.832,-117.99052
451,1313 S Harbor Blvd,Anaheim,CA,92802,33.8080674,-117.9192282,33.81207,-117.91981,33.8097139,-117.9189951,33.81773758,-117.9201279,33.815063,-117.91536,33.8137,-117.91508
452,"3333 Bristol St, Ste 1075",Costa Mesa,CA,92626,33.6910554,-117.8879158,33.6904411,-117.8857549,33.6895798,-117.8900507,33.68983841,-117.8909149,33.691013,-117.88553,33.6914,-117.88552
453,27231 Calle Arroyo,San Juan Capistrano,CA,92675,33.5002448,-117.6544004,33.50009,-117.65465,33.5001051,-117.6546687,33.50010681,-117.6546707,,,33.50076,-117.6534
454,1615 E Lincoln Ave,Orange,CA,92865,33.8365567,-117.8376565,33.8350849,-117.837855,33.8359934,-117.8376261,33.83599472,-117.8376236,33.835346,-117.839745,33.83544,-117.83989
455,19071 Brookhurst St,Huntington Beach,CA,92646,33.6856802,-117.9545783,33.68564,-117.95457,33.6856569,-117.9545749,33.6856575,-117.9545746,,,33.68569,-117.95399
456,6854 Edinger Ave,Huntington Beach,CA,92647,33.7295827,-118.0094139,33.7299351,-118.00912,33.729964,-118.0093783,33.7301,-118.0093652,33.73005,-118.00941,33.73004,-118.01055
457,"2929 S Halladay St, Ste D",Santa Ana,CA,92705,33.7069166,-117.8593941,33.70696,-117.85957,33.7069532,-117.8595273,33.70695496,-117.8595276,33.70786,-117.859856,33.70754,-117.85985
458,19500 Jamboree Rd,Irvine,CA,92612,33.6596563,-117.8598062,33.6597,-117.85968,33.6597002,-117.8596808,33.65969849,-117.8596802,,,33.65875,-117.8611
459,2001 E Orangethorpe Ave,Fullerton,CA,92831,33.8617864,-117.8957216,33.86143,-117.89692,33.8604696,-117.8915825,33.86142731,-117.8969193,33.859936,-117.89794,33.85993,-117.89715
460,"270 E 17th St, Ste 16 & 17",Costa Mesa,CA,92627,33.7598453,-117.8655361,43.2341814,-79.861155,33.6341054,-117.9158501,33.6477,-117.9198,,,42.53162,-113.79126
461,"2677 N Main St, Ste 115",Santa Ana,CA,92705,33.772344,-117.8667195,33.77215,-117.86637,33.772147,-117.8663699,33.77214813,-117.8663712,,,33.77267,-117.86735
462,"379 W Central Ave, Ste A",Brea,CA,92821,33.9324479,-117.9010534,33.93247,-117.90097,33.932477,-117.9009939,33.9322,-117.9005286,33.931976,-117.90061,33.93197,-117.90045
463,12627 Westminster Blvd,Santa Ana,CA,92707,33.76043,-117.909163,33.7600549,-117.9090067,33.70971899,-117.870877,33.759925,-117.908925,,,,
464,1401 S Grand Ave,Santa Ana,CA,92701,33.7295798,-117.849922,33.7306223,-117.8502951,33.729303,-117.8477534,33.723,-117.8505,,,33.72976,-117.85045
465,1701 W Katella Ave,Orange,CA,92867,33.809353,-117.8703159,33.8079809,-117.8693202,33.80606646,-117.8727212,33.80870438,-117.8702927,,,33.80773,-117.86911
466,17852 Serrano Ave,Villa Park,CA,92861,33.820392,-117.818977,33.82038,-117.81898,33.82122869,-117.8213014,33.8211,-117.8213,33.821293,-117.82202,33.82127,-117.82303
467,"110 W Birch St, Ste 7",Brea,CA,92821,33.9184098,-117.900321,33.91842,-117.90026,33.91815871,-117.8994842,33.9181098,-117.8995926,,,33.91852,-117.89999
468,"4187 Campus Dr, Ste M173",Irvine,CA,92612,33.6508376,-117.838792,33.6493538,-117.8396067,33.64774475,-117.8356271,33.6477,-117.8356507,33.647747,-117.83579,33.64785,-117.83669
469,"3333 Bear St, Ste 151",Costa Mesa,CA,92626,33.691636,-117.893203,33.69151,-117.89287,33.6915473,-117.8928593,33.69154739,-117.8928604,33.6914,-117.8922,33.6898,-117.89223
470,1124 E Chapman Ave,Fullerton,CA,92831,33.8738042,-117.9074159,33.87383,-117.90736,33.8738275,-117.9073609,33.87382889,-117.9073639,33.87412,-117.9082,33.87413,-117.90785
471,571 N Grand,Orange,CA,92866,33.7964724,-117.8507583,33.79652,-117.85036,33.7964581,-117.8501844,33.5769,-117.7328,,,33.79601,-117.85089
472,One University Dr,Orange,CA,92866,33.7933476,-117.8513503,33.7934449,-117.8523024,33.7934158,-117.8524501,33.7846,-117.8448,,,28.6102,-81.17758
473,415 N Glassell St,Orange,CA,92866,33.7935656,-117.8528412,33.79356,-117.85291,33.7940507,-117.8524618,33.79405212,-117.8524628,,,33.79369,-117.85308
474,386 N Center St,Orange,CA,92866,33.7930109,-117.8504659,33.79308,-117.84997,33.79306836,-117.8499018,33.79240417,-117.8504181,,,33.7924,-117.84981
475,386 N Center St,Orange,CA,92866,33.7930109,-117.8504659,33.79308,-117.84997,33.79306836,-117.8499018,33.79240417,-117.8504181,,,33.7924,-117.84981
476,"2164 Brea Mall Rd, Ste 2164",Brea,CA,92821,33.9134177,-117.886333,33.9129974,-117.8859051,33.92739829,-117.8852377,33.9276,-117.8871,,,,
477,3100 E Imperial Hwy,Brea,CA,92821,33.9103987,-117.8554554,33.91034,-117.85544,33.9103803,-117.8554432,33.9112,-117.8560239,33.91101,-117.85609,33.91117,-117.85603
478,"19100 Von Karman Ave, Ste 190",Irvine,CA,92612,33.6704577,-117.8576189,33.67046,-117.85763,33.67243038,-117.8563521,33.67028809,-117.8573227,33.672398,-117.85651,33.67048,-117.85842
479,"1525 Mesa Verde Dr, Ste 127",Costa Mesa,CA,92626,33.669835,-117.9216964,33.66993,-117.92108,33.6699329,-117.9210755,33.6704,-117.9222204,33.67041,-117.92008,33.67041,-117.92065
480,"7631 Edinger Ave, Ste 1512D",Huntington Beach,CA,92647,33.7315779,-117.9963923,33.7303549,-117.9959279,33.73031103,-117.9969154,33.7302,-117.995802,33.73024,-117.99593,33.73019,-117.99187
481,"3313 Hyland Ave, Ste A",Costa Mesa,CA,92626,33.6944092,-117.9259071,33.6944,-117.92588,33.6944018,-117.9258833,33.69440079,-117.9258804,33.701424,-117.92578,33.69438,-117.92485
482,"1840 N Tustin Ave, Ste C",Orange,CA,92865,33.8184326,-117.8366094,33.634919,-117.9076726,33.8182765,-117.836441,33.8509,-117.8378,,,33.72716,-117.81302
483,"11931 Valley View St, Spc 25",Garden Grove,CA,92845,33.789494,-118.0311956,33.7889344,-118.0287049,33.78950189,-118.0285735,33.7895102,-118.0287,33.7892,-118.028496,33.78921,-118.02848
484,23022 Aliso Creek Rd,Aliso Viejo,CA,92656,33.5926722,-117.7282199,33.59286,-117.72853,33.5928646,-117.728525,33.59286499,-117.7285233,33.590137,-117.72487,33.59004,-117.72451
485,100 E Katella Ave,Anaheim,CA,92802,33.8026828,-117.9060656,33.80286,-117.90607,33.8029469,-117.9061933,33.802948,-117.9061966,33.803333,-117.906425,33.80334,-117.9054
486,10972 Katella Ave,Anaheim,CA,92804,33.8028393,-117.9418382,33.80312,-117.95232,33.8026578,-117.941922,33.8031,-117.9491,,,,
487,8000 E Santa Ana Canyon Rd,Anaheim,CA,92808,33.8679278,-117.7520667,33.86795,-117.75187,33.8680178,-117.7518196,33.86801147,-117.7518692,33.868435,-117.75192,33.8685,-117.74957
488,700 E Imperial Hwy,Brea,CA,92821,33.9135683,-117.8939354,33.9137,-117.8938,33.9137024,-117.8938404,33.91420833,-117.8939333,,,33.91363,-117.89278
489,3000 Fairview Rd,Costa Mesa,CA,92626,33.6806037,-117.9072099,33.68047,-117.90735,33.6804741,-117.9073522,33.68047333,-117.9073486,33.68029,-117.907845,33.68092,-117.90785
490,3190 Harbor Blvd,Costa Mesa,CA,92626,33.6867348,-117.9190189,33.68671,-117.91891,33.6867195,-117.9189349,33.68664571,-117.9193,33.68649,-117.91949,33.68549,-117.91949
491,2160 Harbor Blvd,Costa Mesa,CA,92627,33.652951,-117.9186985,33.65291,-117.91865,33.65304609,-117.9189929,33.65301515,-117.9189,33.652935,-117.919075,33.65337,-117.91909
492,4992 Lincoln Ave,Cypress,CA,90630,33.8312457,-118.0463504,33.8313599,-118.04619,33.8313697,-118.0460989,33.83137131,-118.0460968,33.83176,-118.04604,33.83176,-118.04668
493,32842 Pacific Coast Hwy,Dana Point,CA,92629,33.4854979,-117.7251915,33.48566,-117.72523,33.4856592,-117.7252,33.4832018,-117.7228018,33.48314,-117.722694,33.48282,-117.72233
494,34164 Pacific Coast Hwy,Dana Point,CA,92629,33.4671941,-117.699788,33.46719,-117.69973,33.4671961,-117.6997257,33.46757695,-117.6975549,,,33.46738,-117.69765
495,10020 Warner Ave,Fountain Valley,CA,92708,33.7158375,-117.9540488,33.7158299,-117.95394,33.7158321,-117.9539445,33.71583176,-117.9539413,,,33.71618,-117.95289
496,3801 Portola Pkwy,Irvine,CA,92602,33.7337526,-117.7611138,33.7344417,-117.7625839,33.7338856,-117.7613543,33.73388672,-117.7613525,,,,
497,5425 Alton Pkwy,Irvine,CA,92604,33.6709703,-117.7898912,33.6700649,-117.7886356,33.6710595,-117.7898605,33.67105865,-117.7898636,33.670437,-117.789604,,
498,80 Corporate Park,Irvine,CA,92606,33.6931423,-117.8262363,33.69297,-117.82596,33.6931501,-117.8262286,33.69314957,-117.8262253,33.690853,-117.82816,33.69007,-117.82665
499,18002 Culver Dr,Irvine,CA,92612,33.6652895,-117.8263575,33.6652,-117.82631,33.66568552,-117.8264065,33.6651535,-117.8261566,33.66574,-117.82647,,
500,18692 MacArthur Blvd,Irvine,CA,92612,33.6764158,-117.8604401,33.67655,-117.86061,33.67625881,-117.8612724,33.67641449,-117.860466,33.675625,-117.86178,33.67594,-117.86159
501,17561 MacArthur Blvd,Irvine,CA,92614,33.6931338,-117.8550674,33.69327,-117.85494,33.6931306,-117.854999,33.69313049,-117.8549957,,,,
502,16221 Lake Forest Dr,Irvine,CA,92618,33.6295285,-117.725929,33.62952,-117.72594,33.62947846,-117.7295513,33.62952042,-117.7259445,,,,
503,6320 Irvine Blvd,Irvine,CA,92620,33.6954252,-117.7414481,33.6998877,-117.7405601,33.6951098,-117.7415669,33.69511032,-117.7415695,33.697746,-117.73688,,
504,1950 W Imperial Hwy,La Habra,CA,90631,33.9170492,-117.9676883,33.9169,-117.96756,33.9169182,-117.9676147,33.9171,-117.9678549,33.91734,-117.96782,33.91734,-117.96774
505,23631 Rockfield Blvd,Lake Forest,CA,92630,33.6299378,-117.7168339,33.6297799,-117.7168,33.629796,-117.7167798,33.6300651,-117.7175921,33.629837,-117.71739,33.63001,-117.71759
506,26302 Oso Pkwy,Mission Viejo,CA,92691,33.5797416,-117.670504,33.5798893,-117.6710773,33.5796627,-117.670414,33.57966232,-117.6704178,33.580067,-117.671005,33.58128,-117.66683
507,2121 Bristol St,Newport Beach,CA,92660,33.6612844,-117.8753946,33.6614517,-117.874988,33.66169294,-117.874807,33.66196326,-117.8749589,33.661835,-117.87516,33.6617,-117.87497
508,2844 N Santiago Blvd,Orange,CA,92867,33.8362888,-117.8344169,33.83625,-117.83427,33.83868701,-117.8336808,33.8386,-117.8336,33.8387,-117.83359,33.83684,-117.83385
509,313 W Orangethorpe Ave,Placentia,CA,92870,33.8620647,-117.8761734,33.86191,-117.87655,33.8618936,-117.8765523,33.86198044,-117.8761826,33.86346,-117.86833,33.8615,-117.87615
510,515 E Avenida Pico,San Clemente,CA,92672,33.4378101,-117.623899,33.43794,-117.62387,33.437939,-117.6238671,33.4241,-117.6068,33.438446,-117.623146,33.43832,-117.62323
511,28692 Camino Capistrano,San Juan Capistrano,CA,92675,33.5468017,-117.6738041,33.54694,-117.67381,33.54647554,-117.6740783,33.5019,-117.6086,,,,
512,3801 S Bristol St,Santa Ana,CA,92704,33.6971728,-117.8851233,33.69718,-117.88498,33.6971673,-117.8850317,33.69716644,-117.8850327,33.69768,-117.885605,33.69966,-117.88563
513,17241 17th St,Tustin,CA,92780,33.7601397,-117.8294256,33.76019,-117.82953,33.7601601,-117.8295081,33.76015854,-117.8295059,33.75985,-117.82944,33.75985,-117.82997
514,2740 Bryan Ave,Tustin,CA,92782,33.7276923,-117.7943231,33.72763,-117.79409,33.7276292,-117.7940863,33.72763062,-117.7940826,33.72735,-117.79282,33.72765,-117.79325
515,19751 Yorba Linda Blvd,Yorba Linda,CA,92886,33.8890551,-117.7910477,33.8891,-117.79102,33.8890967,-117.7910192,33.88951989,-117.7888723,33.889313,-117.78891,,
516,2961 Yorba Linda Blvd,Fullerton,CA,92831,33.88938,-117.874832,33.88944,-117.87485,33.8894386,-117.8748537,33.889,-117.8768378,,,33.88915,-117.87556
517,3921 Irvine Blvd,Irvine,CA,92602,33.7224449,-117.7717985,33.722862,-117.7726675,33.7226318,-117.7719852,33.72263336,-117.7719879,33.722176,-117.77202,,
518,24011 El Toro Rd,Laguna Hills,CA,93653,33.6134811,-117.7102586,33.6130102,-117.7106407,37.24955705,-119.944657,37.4611,-120.1106,,,33.61266,-117.71161
519,2575 N Tustin St,Orange,CA,92865,33.8312726,-117.8351953,33.8317801,-117.8360751,33.8313322,-117.8352289,33.83133316,-117.835228,33.8313,-117.83617,33.83157,-117.83618
520,26861 Aliso Creek Rd,Aliso Viejo,CA,92656,33.5719059,-117.7240046,33.5735001,-117.7236749,33.5716652,-117.7247111,33.57166672,-117.7247086,,,33.57244,-117.72344
521,1647 E Imperial Hwy,Brea,CA,92821,33.9111355,-117.8806729,33.9109682,-117.8804685,33.91091131,-117.8827612,33.9108,-117.8827364,33.910828,-117.8828,33.91082,-117.88297
522,16388 Beach Blvd,Westminster,CA,92683,33.7259979,-117.9887125,33.7253776,-117.9889651,33.72955072,-117.9890934,33.72955556,-117.9892,33.72954,-117.98918,,
523,26792 Portola Pkwy,Foothill Ranch,CA,92610,33.6784111,-117.6636062,33.67826,-117.6635,33.6783323,-117.6635948,33.67897934,-117.6638622,33.679092,-117.6637,,
524,2621 W Orangethorpe Ave,Fullerton,CA,92833,33.8595302,-117.9736899,33.8592449,-117.9739533,33.859221,-117.9722348,33.8591,-117.9733467,33.85914,-117.972275,33.85912,-117.97364
525,1201 W La Veta Ave,Orange,CA,92868,33.7807653,-117.8657964,33.7806799,-117.86523,33.78041316,-117.8659745,33.78060532,-117.8651886,33.78033,-117.86507,33.78032,-117.86608
526,1201 W La Veta Ave,Orange,CA,92868,33.7807653,-117.8657964,33.7806799,-117.86523,33.78041316,-117.8659745,33.78060532,-117.8651886,33.78033,-117.86507,33.78032,-117.86608
527,18380 Yorba Linda Blvd,Yorba Linda,CA,92886,33.8881473,-117.813558,33.8883651,-117.8136742,33.88856187,-117.8131039,33.88852158,-117.8129956,33.888653,-117.81298,33.88866,-117.81228
528,26631 Aliso Creek Rd,Aliso Viejo,CA,92656,33.5759867,-117.7239011,33.57594,-117.72423,33.5759356,-117.7242295,33.57593536,-117.7242279,33.575,-117.72344,33.57459,-117.72343
529,6785 Quail Hill Pkwy,Irvine,CA,92603,33.6542035,-117.7784847,33.6530287,-117.777412,33.62443581,-117.788776,33.6528,-117.7772,,,,
530,16281 Harbor Blvd,Fountain Valley,CA,92708,33.7266919,-117.9208151,33.72636,-117.9206,33.7263639,-117.9205973,33.7263,-117.9198,33.724014,-117.91994,33.72452,-117.91993
531,"1714 E McFadden Ave, Ste F & G",Santa Ana,CA,92705,33.7329741,-117.8440098,33.73319,-117.84395,33.733188,-117.8439457,33.7656,-117.7901,,,,
532,2002 E Lincoln Ave,Anaheim,CA,92806,33.8396293,-117.8887312,33.8394199,-117.88848,33.8396018,-117.8886422,33.83943176,-117.8886795,33.839962,-117.88917,33.83995,-117.88907
533,8182 E Santa Ana Canyon Rd,Anaheim,CA,92808,33.868057,-117.748112,33.86802,-117.74836,33.868054,-117.7481424,33.86803055,-117.7482452,33.86873,-117.748924,33.8685,-117.74957
534,"473 S Associated Rd, Ste D",Brea,CA,92821,33.9118139,-117.8821362,33.9117911,-117.8802629,33.9117514,-117.8801944,33.91184815,-117.8803281,33.911697,-117.88013,33.91155,-117.88011
535,"2300 Harbor Blvd, Ste L1",Costa Mesa,CA,92626,33.6570613,-117.9168556,33.65732,-117.91864,33.6563989,-117.9169342,33.6582,-117.9192,33.658623,-117.91922,33.66075,-117.91925
536,"101 E Orangethorpe Ave, Ste A",Fullerton,CA,92832,33.8596872,-117.9237733,33.86002,-117.92358,33.8600082,-117.923588,33.86000824,-117.9235916,,,33.85976,-117.9231
537,16241 Beach Blvd,Huntington Beach,CA,92647,33.7268369,-117.989719,33.72681,-117.98971,33.7268289,-117.989712,33.73003826,-117.9892,33.727093,-117.98914,33.73011,-117.9892
538,"7101 Yorktown, Ste 109",Huntington Beach,CA,92648,33.6807523,-118.0046499,33.68076,-118.00452,33.6807629,-118.0045341,33.618,-117.898,33.679306,-118.00478,33.67931,-118.00273
539,3955 Irvine Blvd,Irvine,CA,92602,33.7234891,-117.7714725,33.7225112,-117.7721519,33.72187968,-117.7714683,33.72199239,-117.7714232,33.72191,-117.77165,,
540,22379 El Toro Rd,Lake Forest,CA,92630,33.637947,-117.6805866,33.63798,-117.68053,33.6379963,-117.6805219,33.63799667,-117.6805191,33.664944,-117.63084,,
541,23645 El Toro Rd,Lake Forest,CA,92630,33.6185699,-117.7035685,33.6184303,-117.7034698,33.61938887,-117.7020195,33.61949537,-117.7020603,33.61931,-117.70199,33.61923,-117.70208
542,"555 The Shops At MV, Ste VC10",Mission Viejo,CA,92691,33.5576683,-117.6695391,39.64573,-104.80123,33.55956648,-117.6702806,33.6119,-117.6659,,,33.55956,-117.67018
543,3101 Newport Blvd,Newport Beach,CA,92663,33.6150432,-117.9304061,33.6152902,-117.9305502,33.61571808,-117.930504,33.61570268,-117.9306,33.615707,-117.93042,33.61562,-117.9304
544,629 S Harbor Blvd,Santa Ana,CA,92702,33.7386683,-117.9196139,33.73861,-117.91954,33.7385995,-117.9195595,33.7021,-117.9197,,,33.73918,-117.92011
545,2773 N Main St,Santa Ana,CA,92705,33.77343,-117.8669211,33.7738851,-117.8671051,33.77393434,-117.8672433,33.7746,-117.8673,,,33.77447,-117.86733
546,"1313 W 17th St, Ste A",Santa Ana,CA,92706,33.760349,-117.8862381,33.76037,-117.88629,33.7603725,-117.8862913,33.76037216,-117.8862915,33.760124,-117.885735,33.76006,-117.88835
547,927 S Euclid St,Anaheim,CA,92802,33.8186212,-117.9417649,33.819595,-117.9415649,33.8186298,-117.9417297,33.81863022,-117.9417267,33.819942,-117.94143,33.81977,-117.94142
548,2160 Brea,Brea,CA,92821,33.916475,-117.9002918,33.9129984,-117.8859051,33.92739829,-117.8852377,34.0532,-117.7778,,,33.93695,-117.89249
549,26552 Towne Centre Dr,Foothill Ranch,CA,92610,33.6795364,-117.6686657,33.6794705,-117.6673697,33.69612275,-117.6759454,33.68365433,-117.6721527,,,,
550,731 Spectrum Center Dr,Irvine,CA,92618,33.6508638,-117.7429496,33.64965,-117.7452126,33.66823723,-117.7341501,33.6669,-117.7321,,,,
551,"3440 E Chapman Ave, Ste G7",Orange,CA,92869,33.7871424,-117.8165549,33.7876551,-117.8161526,33.7870678,-117.8164942,33.78706741,-117.8164978,33.787773,-117.81562,33.78778,-117.81641
552,"806 Avenida Pico, Ste D",San Clemente,CA,92672,33.4428609,-117.6138706,33.4429299,-117.61421,33.44270667,-117.6154675,33.4241,-117.6068,,,33.44331,-117.6149
553,"1945 E 17th St, Ste 109",Santa Ana,CA,92701,33.7611136,-117.8387662,33.7601049,-117.8381467,33.7608069,-117.838894,33.76080704,-117.8388977,,,33.75991,-117.8374
554,"6777 Westminster Blvd, Ste A1",Westminster,CA,92683,33.7595339,-118.0076289,33.7592649,-118.0083849,33.75913326,-118.0100138,33.759,-118.0099741,33.75905,-118.010025,33.75904,-118.01011
555,13280 Chapman Ave,Garden Grove,CA,92840,33.7884471,-117.900887,33.78811,-117.90119,33.7881069,-117.9011855,33.78810501,-117.9011841,,,,
556,"28241 Crown Valley Pkwy, Unit C",Laguna Niguel,CA,92677,33.5545923,-117.6874373,33.5532524,-117.6861795,33.55446,-117.6871679,33.54794807,-117.6895383,33.546947,-117.690056,33.54718,-117.68974
557,"2090 S Euclid St, Ste 112",Anaheim,CA,92802,33.7961861,-117.9408725,33.7962,-117.94089,33.7961917,-117.9409621,33.79622269,-117.9407959,33.796177,-117.9413,33.79745,-117.94132
558,1906 Harbor Blvd,Costa Mesa,CA,92626,33.6439464,-117.9185539,33.6439,-117.91859,33.6439038,-117.9185982,33.6564,-117.9192,,,33.64536,-117.919
559,"27261 La Paz St, Ste G",Laguna Niguel,CA,92677,33.5679841,-117.7094287,33.567756,-117.7079124,33.56739126,-117.7077686,33.56739329,-117.7079,,,33.56823,-117.70769
560,5635 E La Palma Ave,Anaheim,CA,92807,33.861492,-117.7920325,33.8611099,-117.79192,33.85990388,-117.7921075,33.86147308,-117.7920303,,,33.85985,-117.79339
561,2052 Westminster Mall,Westminster,CA,92683,33.7457382,-118.0091543,33.7465803,-118.0151255,33.74983538,-118.0117507,33.74580022,-118.0088169,33.746284,-118.008736,33.748,-118.00995
562,"101 W Imperial Hwy, Ste C",Brea,CA,92821,33.9169688,-117.9007101,33.9168287,-117.9004912,33.9172637,-117.9008995,33.9174,-117.9069,33.916557,-117.90011,33.9164,-117.8997
563,416 S Harbor Blvd,Fullerton,CA,92832,33.8666379,-117.9239638,33.8667001,-117.9241451,33.86693667,-117.9241198,33.867075,-117.9242,,,33.86711,-117.92421
564,16520 Beach Blvd,Huntington Beach,CA,92647,33.7224744,-117.9886835,33.7224451,-117.9889551,33.72259618,-117.9889998,33.72263265,-117.9889,33.72252,-117.98908,,
565,14493 Culver Dr,Irvine,CA,92604,33.705286,-117.787685,33.70534,-117.78779,33.70483479,-117.7877117,33.70541382,-117.7878723,33.704784,-117.78764,,
566,885 Glenneyre St,Laguna Beach,CA,92651,33.5365749,-117.7778792,33.53653,-117.77776,33.5365288,-117.7777563,33.53652954,-117.7777557,33.536636,-117.77751,33.53689,-117.7777
567,27430 Alicia Pkwy,Laguna Niguel,CA,92677,33.5647214,-117.7150927,33.56477,-117.71508,33.5647651,-117.7150831,33.56373659,-117.7156,33.56388,-117.71563,33.56482,-117.71556
568,27252 Portola Pkwy,Lake Forest,CA,92610,33.6728324,-117.6554936,33.67269,-117.65561,33.67659905,-117.6593463,33.67553706,-117.6582199,33.675785,-117.658226,33.67616,-117.65868
569,901 Avenida Pico,San Clemente,CA,92673,33.4521241,-117.6091498,33.45239,-117.60898,33.4523905,-117.6089805,33.45238876,-117.6089783,33.444427,-117.61361,33.44445,-117.61356
570,600 N Rose Rd,Placentia,CA,92870,33.8763518,-117.8429779,33.87623,-117.84291,33.8762418,-117.8429011,33.8483,-117.603,,,33.87695,-117.84349
571,850 San Clemente Dr,Newport Beach,CA,92660,33.6218316,-117.8781191,33.62171,-117.87805,33.6216835,-117.8788203,33.62168503,-117.8788223,33.621197,-117.87979,33.62121,-117.87978
572,"27412 Portola Pkwy, Ste E",Foothill Ranch,CA,92610,33.6714059,-117.65295,33.67139,-117.65325,33.66812237,-117.6511819,33.66808687,-117.6513,33.668083,-117.65111,,
573,4105 W Chapman Ave,Orange,CA,92868,33.7892746,-117.8979179,33.78928,-117.89788,33.78900816,-117.8972588,33.78910065,-117.8978958,33.788925,-117.89726,33.78892,-117.89724
574,18041 Goldenwest St,Huntington Beach,CA,92648,33.700112,-118.0077213,33.7004855,-118.0066172,33.70191916,-118.0065851,33.6974,-118.0064,,,33.70285,-118.00651
575,4501 Casa Loma,Yorba Linda,CA,92886,33.895913,-117.8259481,33.89623,-117.82569,33.8962366,-117.8256971,33.905,-117.2224,33.895916,-117.82434,33.89558,-117.82433
576,21 Vantis Dr,Aliso Viejo,CA,92656,33.57814,-117.729242,33.5791465,-117.7292012,33.5805057,-117.7270341,33.58050537,-117.7270355,33.578537,-117.72961,33.57868,-117.72958
577,"201 E 4th St, Ste 136",Santa Ana,CA,92701,33.7481934,-117.8664136,33.74832,-117.86623,33.7483206,-117.8662278,33.74832153,-117.8662262,,,33.748,-117.8661
578,8512 E Chapman Ave,Orange,CA,92869,33.7922539,-117.762401,33.7927183,-117.7636551,33.7912443,-117.7629846,33.79124451,-117.7629852,33.790127,-117.7881,33.79455,-117.76925
579,"5491 Ball Rd, Ste D",Cypress,CA,90630,33.817445,-118.0372256,33.81734,-118.03721,33.8173432,-118.0372065,33.81734467,-118.0372086,33.81708,-118.03707,33.81707,-118.03775
580,1095 E Main St,Tustin,CA,92780,33.7425104,-117.8159539,33.7422649,-117.816289,33.74220693,-117.8166361,33.7421,-117.8160462,33.74212,-117.81712,33.74212,-117.81537
581,12530 Valley View St,Garden Grove,CA,92845,33.7804648,-118.029829,33.7803429,-118.0307674,33.78061896,-118.0306299,33.78053719,-118.030543,33.78079,-118.03056,33.7807,-118.0307
582,1015 N Harbor Blvd,Fullerton,CA,92832,33.882323,-117.9253049,33.8798293,-117.924562,33.8793737,-117.9249204,33.87941615,-117.9245,,,33.88021,-117.92434
